Date,Date_YMD,Status,Total,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Ladakh
14-Mar-20,14-03-2020,Recovered,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0
15-Mar-20,15-03-2020,Recovered,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
16-Mar-20,16-03-2020,Recovered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17-Mar-20,17-03-2020,Recovered,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18-Mar-20,18-03-2020,Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19-Mar-20,19-03-2020,Recovered,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
20-Mar-20,20-03-2020,Recovered,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21-Mar-20,21-03-2020,Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Mar-20,22-03-2020,Recovered,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23-Mar-20,23-03-2020,Recovered,12,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-Mar-20,24-03-2020,Recovered,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
25-Mar-20,25-03-2020,Recovered,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26-Mar-20,26-03-2020,Recovered,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27-Mar-20,27-03-2020,Recovered,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,18,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
28-Mar-20,28-03-2020,Recovered,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29-Mar-20,29-03-2020,Recovered,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30-Mar-20,30-03-2020,Recovered,49,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,1,4,0,0,14,0,0,0,0,0,0,0,0,0,2,13,0,6,1,0,0
31-Mar-20,31-03-2020,Recovered,15,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0
01-Apr-20,01-04-2020,Recovered,16,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
02-Apr-20,02-04-2020,Recovered,22,0,0,0,0,3,0,1,0,0,2,0,5,0,0,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
03-Apr-20,03-04-2020,Recovered,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0
04-Apr-20,04-04-2020,Recovered,56,0,0,0,0,0,3,0,0,0,8,0,3,1,0,0,0,0,8,0,0,2,0,0,0,0,0,0,2,22,0,2,1,0,4,0,0,0
05-Apr-20,05-04-2020,Recovered,43,0,3,0,0,0,2,5,0,0,0,0,8,0,0,1,0,1,6,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0
06-Apr-20,06-04-2020,Recovered,65,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,8,3,0,8,14,1,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0
07-Apr-20,07-04-2020,Recovered,75,0,0,0,0,6,2,1,0,0,4,0,3,2,1,0,0,5,12,0,10,9,0,0,0,0,0,1,10,0,0,6,0,0,0,0,3,0
08-Apr-20,08-04-2020,Recovered,96,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,3,13,0,4,38,0,0,0,0,0,0,0,20,0,2,0,0,10,1,0,0
09-Apr-20,09-04-2020,Recovered,70,10,4,0,0,0,0,0,0,0,4,0,1,0,0,0,0,2,13,0,0,8,0,0,0,0,0,0,4,15,0,6,0,0,0,0,3,0
10-Apr-20,10-04-2020,Recovered,151,0,0,0,0,0,0,0,0,0,2,1,7,4,0,0,0,4,27,0,12,63,0,0,0,0,10,0,2,0,0,17,0,0,1,0,0,0
11-Apr-20,11-04-2020,Recovered,186,0,0,0,0,0,0,0,0,0,0,4,11,0,6,0,0,5,19,0,1,20,0,0,0,0,0,0,0,56,0,0,51,0,13,0,0,0
12-Apr-20,12-04-2020,Recovered,114,0,2,0,0,11,0,1,0,0,1,0,0,8,4,0,0,15,36,0,3,9,0,0,0,0,0,0,3,5,0,6,7,0,0,0,3,0
13-Apr-20,13-04-2020,Recovered,112,0,0,0,0,2,0,0,0,0,3,0,10,7,0,10,0,6,19,0,10,12,0,0,0,0,6,0,2,0,0,8,0,0,4,2,10,0
14-Apr-20,14-04-2020,Recovered,167,0,4,0,0,1,0,3,0,0,0,0,5,4,1,14,0,11,13,0,13,30,0,0,0,0,0,0,2,26,0,23,7,0,1,2,7,0
15-Apr-20,15-04-2020,Recovered,144,0,4,1,2,0,2,4,0,0,10,1,5,2,0,6,0,9,7,0,0,36,0,0,0,0,1,0,0,0,0,37,8,1,7,0,1,0
16-Apr-20,16-04-2020,Recovered,258,1,0,0,3,8,0,6,0,0,11,0,9,8,3,2,0,2,27,0,6,5,0,0,0,0,0,0,2,17,0,62,68,0,11,0,5,0
17-Apr-20,17-04-2020,Recovered,273,0,15,0,4,0,0,1,0,0,20,0,13,21,0,4,0,6,10,0,0,31,0,0,0,0,2,0,1,19,0,103,0,0,14,0,9,0
18-Apr-20,18-04-2020,Recovered,426,0,7,0,3,5,0,1,0,0,135,0,7,14,0,9,0,16,2,0,57,34,0,0,0,0,3,3,1,17,0,82,0,0,26,0,4,0
19-Apr-20,19-04-2020,Recovered,388,0,23,0,5,0,4,0,0,0,83,1,12,4,0,5,0,7,13,0,4,142,0,0,0,0,0,0,6,5,0,46,0,0,19,2,7,0
20-Apr-20,20-04-2020,Recovered,419,0,27,0,2,0,1,0,0,0,141,0,26,37,0,15,4,1,21,0,7,65,1,0,0,0,0,0,1,0,0,46,0,0,13,7,4,0
21-Apr-20,21-04-2020,Recovered,703,0,4,0,0,0,0,0,0,0,180,0,8,6,0,10,0,17,16,0,10,150,0,0,0,0,6,0,11,69,0,178,8,0,22,1,7,0
22-Apr-20,22-04-2020,Recovered,394,0,24,0,0,0,0,3,0,0,113,0,40,11,0,11,0,2,1,0,4,67,0,0,0,0,2,0,4,70,0,27,0,0,11,4,0,0
23-Apr-20,23-04-2020,Recovered,642,0,21,0,0,2,0,2,0,0,84,0,79,12,2,0,4,14,8,0,51,51,0,0,0,0,1,0,13,107,0,90,58,1,33,1,6,0
24-Apr-20,24-04-2020,Recovered,484,0,4,0,0,0,1,0,0,0,49,0,7,16,0,17,0,7,15,0,7,117,0,0,0,0,0,0,4,42,0,114,39,0,20,1,24,0
25-Apr-20,25-04-2020,Recovered,442,0,26,0,0,1,0,2,0,0,12,0,17,5,4,3,0,6,7,0,71,119,0,0,0,0,1,0,2,20,0,94,16,0,35,1,0,0
26-Apr-20,26-04-2020,Recovered,585,0,60,0,8,11,2,0,0,0,8,0,31,8,0,25,5,24,4,0,21,112,0,0,0,0,1,0,12,116,0,60,9,0,66,0,2,0
27-Apr-20,27-04-2020,Recovered,580,0,4,0,0,0,0,0,0,0,0,0,81,14,3,27,4,11,13,0,55,94,0,0,0,0,2,1,14,115,0,54,16,0,72,0,0,0
28-Apr-20,28-04-2020,Recovered,636,4,23,0,0,8,0,2,0,0,201,0,40,11,0,12,2,14,4,0,16,106,0,0,0,0,1,0,3,26,0,54,42,0,63,0,4,0
29-Apr-20,29-04-2020,Recovered,690,0,29,0,2,0,0,0,0,0,14,0,93,1,0,16,0,9,10,0,88,205,0,0,0,0,1,0,0,44,0,82,35,0,48,2,10,0
30-Apr-20,30-04-2020,Recovered,630,1,34,0,0,20,1,2,0,0,2,0,86,10,3,24,0,13,14,0,21,180,0,0,0,0,2,0,3,79,0,48,33,0,41,8,5,0
01-May-20,01-05-2020,Recovered,962,0,82,0,4,14,0,0,0,0,73,0,123,6,2,31,2,22,9,0,42,106,0,10,0,0,14,0,4,223,0,54,22,0,103,1,15,0
02-May-20,02-05-2020,Recovered,831,10,38,0,0,19,1,0,0,0,89,0,160,1,3,7,1,20,8,0,100,121,0,0,0,0,1,0,4,126,0,29,35,0,44,2,12,0
03-May-20,03-05-2020,Recovered,911,6,47,0,0,7,0,0,0,0,106,0,146,3,1,33,5,22,1,0,174,115,0,0,0,0,4,1,5,114,0,38,46,0,56,0,-19,0
04-May-20,04-05-2020,Recovered,1082,0,36,0,0,3,2,0,0,0,69,0,153,9,0,16,0,28,61,0,58,350,0,0,0,0,0,0,11,82,0,30,40,0,48,0,86,0
05-May-20,05-05-2020,Recovered,1295,0,65,0,0,31,0,0,0,0,37,0,186,2,0,17,6,10,0,0,144,354,0,0,1,0,0,0,5,87,0,76,43,0,185,0,46,0
06-May-20,06-05-2020,Recovered,1161,0,140,0,2,0,0,0,0,0,74,0,119,4,0,2,4,23,7,0,99,275,0,0,0,0,1,0,2,214,0,31,20,0,143,0,1,0
07-May-20,07-05-2020,Recovered,1475,1,51,0,0,60,0,0,0,0,389,0,209,0,0,13,4,12,5,0,132,207,0,0,0,0,1,0,14,150,0,31,45,0,120,0,31,0
08-May-20,08-05-2020,Recovered,1111,0,62,0,0,49,0,2,0,0,89,0,163,19,0,29,0,10,10,0,118,169,0,0,0,0,1,2,3,122,0,58,34,0,137,6,27,0
09-May-20,09-05-2020,Recovered,1414,0,45,0,0,51,3,5,0,0,0,0,219,11,1,4,37,10,1,0,131,330,0,0,0,0,5,0,5,151,0,219,24,0,112,1,49,0
10-May-20,10-05-2020,Recovered,1669,0,38,0,0,36,0,6,0,0,49,0,454,10,0,15,0,36,4,0,196,399,0,0,0,0,0,1,9,79,0,135,0,0,154,0,45,0
11-May-20,11-05-2020,Recovered,1579,0,73,0,5,23,4,4,0,0,60,0,235,37,0,44,0,4,0,0,71,587,0,0,0,0,17,0,2,83,0,92,50,0,105,0,82,0
12-May-20,12-05-2020,Recovered,1905,0,58,0,0,5,2,1,1,0,383,0,466,5,0,28,1,7,0,0,113,339,0,0,0,0,31,0,3,130,0,83,21,0,115,0,113,0
13-May-20,13-05-2020,Recovered,1963,0,86,0,0,18,0,1,0,0,346,0,316,76,0,11,8,18,1,0,144,422,0,1,0,0,27,0,29,119,0,41,117,0,92,0,90,0
14-May-20,14-05-2020,Recovered,1594,0,50,0,0,12,7,1,0,0,187,0,191,21,0,19,0,9,3,0,167,542,0,0,0,0,15,0,23,65,0,65,13,27,107,4,66,0
15-May-20,15-05-2020,Recovered,2234,0,60,0,1,28,3,0,0,0,473,0,282,25,0,28,10,20,0,0,112,475,0,0,0,0,8,0,82,91,0,359,7,13,93,1,61,0
16-May-20,16-05-2020,Recovered,4012,0,101,0,0,33,11,2,0,0,408,0,273,50,4,29,16,16,4,0,32,524,0,0,0,0,30,0,952,215,0,939,12,22,276,0,63,0
17-May-20,17-05-2020,Recovered,2538,0,103,0,1,0,0,1,0,0,276,0,191,48,1,33,0,13,0,0,88,600,0,0,0,0,24,0,109,111,0,634,21,21,195,1,67,0
18-May-20,18-05-2020,Recovered,2482,0,96,0,0,44,3,0,0,0,283,0,305,36,2,34,14,21,0,0,32,749,0,1,0,0,57,0,181,163,0,234,10,4,147,0,47,0
19-May-20,19-05-2020,Recovered,3032,0,69,0,0,0,3,0,0,0,265,0,239,29,5,38,0,13,0,0,196,1202,0,0,0,0,30,1,95,119,0,489,9,27,135,0,68,0
20-May-20,20-05-2020,Recovered,3113,0,43,0,7,54,79,0,0,0,442,0,176,21,3,31,2,13,5,0,103,679,0,0,0,0,36,0,152,67,0,987,2,0,148,1,62,0
21-May-20,21-05-2020,Recovered,3131,0,41,0,6,0,42,0,0,0,375,0,269,33,5,6,7,15,8,0,110,1408,0,0,0,0,50,0,25,81,0,400,23,32,138,0,57,0
22-May-20,22-05-2020,Recovered,3280,0,26,0,0,58,0,3,0,0,330,9,392,25,0,36,0,26,2,0,245,857,0,0,0,0,43,0,28,195,0,846,7,4,120,0,28,0
23-May-20,23-05-2020,Recovered,2576,0,48,0,2,24,1,2,0,0,370,0,289,44,2,54,5,11,3,0,178,821,0,0,0,0,61,0,23,106,0,363,25,0,82,2,60,0
24-May-20,24-05-2020,Recovered,3285,0,62,0,1,49,0,0,0,0,273,0,243,15,2,35,7,46,5,0,141,1196,2,0,0,0,53,2,28,62,0,833,24,13,132,3,58,0
25-May-20,25-05-2020,Recovered,3012,0,51,0,5,31,8,3,0,0,231,3,224,37,4,0,0,51,12,0,163,1186,0,0,0,0,99,5,15,208,0,407,72,0,122,0,75,0
26-May-20,26-05-2020,Recovered,3585,0,125,0,0,67,0,12,0,0,183,9,501,22,0,24,5,59,10,0,118,1168,0,0,0,0,84,0,5,220,0,611,120,0,164,6,72,0
27-May-20,27-05-2020,Recovered,3434,0,48,0,25,118,0,4,0,0,310,9,410,14,3,21,0,17,10,0,238,964,0,0,0,0,79,0,0,286,0,567,37,0,167,15,92,0
28-May-20,28-05-2020,Recovered,3171,0,68,0,16,132,2,0,0,0,231,1,454,43,7,5,0,53,3,0,123,698,0,0,0,0,75,0,28,253,0,639,24,2,224,0,90,0
29-May-20,29-05-2020,Recovered,11735,0,101,0,22,159,0,17,0,0,351,3,608,59,10,16,63,60,10,0,219,8381,2,0,0,0,90,6,3,429,0,765,36,0,195,23,107,0
30-May-20,30-05-2020,Recovered,4303,0,55,0,38,102,10,2,0,0,229,1,621,31,24,33,40,103,10,0,175,1084,0,0,0,0,73,0,18,495,0,687,31,5,241,0,195,0
31-May-20,31-05-2020,Recovered,4928,0,51,0,22,209,0,12,0,0,403,2,689,77,9,19,0,221,15,0,398,1248,5,0,0,0,76,2,20,293,0,757,16,1,192,0,187,0
01-Jun-20,01-06-2020,Recovered,3882,0,34,0,99,221,15,7,0,0,268,6,861,7,2,19,40,100,18,0,161,779,0,0,0,0,119,0,13,181,0,413,63,0,187,120,149,0
02-Jun-20,02-06-2020,Recovered,4531,0,40,0,53,62,0,9,0,0,497,7,1114,14,18,7,0,75,19,0,218,1225,3,0,0,0,80,0,17,222,0,536,35,0,146,30,104,0
03-Jun-20,03-06-2020,Recovered,3789,0,50,0,76,222,0,40,0,0,299,0,318,20,10,54,1,111,24,0,224,996,24,1,0,0,91,8,12,309,0,610,30,0,81,7,170,0
04-Jun-20,04-06-2020,Recovered,4390,0,65,0,46,95,8,36,0,0,356,0,455,34,29,41,69,106,39,0,192,1352,0,0,0,0,65,4,14,360,0,585,31,0,182,38,188,0
05-Jun-20,05-06-2020,Recovered,4770,0,36,0,50,113,51,25,0,0,417,8,344,86,10,38,69,83,22,0,241,1466,0,0,0,0,123,6,26,255,0,861,40,0,209,47,144,0
06-Jun-20,06-06-2020,Recovered,5433,0,75,0,79,65,0,28,0,0,349,0,313,71,5,40,38,280,50,0,230,2243,14,0,0,8,112,5,23,142,0,633,83,0,260,78,207,0
07-Jun-20,07-06-2020,Recovered,5191,0,29,0,48,107,1,7,1,0,335,0,319,194,28,90,17,159,41,0,223,1924,0,0,0,0,178,1,14,253,0,604,32,19,277,106,184,0
08-Jun-20,08-06-2020,Recovered,5171,0,42,0,148,137,11,69,0,0,358,2,321,226,5,108,29,309,11,0,205,1661,6,0,0,0,99,4,22,363,0,528,0,0,159,186,162,0
09-Jun-20,09-06-2020,Recovered,5634,0,48,1,312,228,0,12,0,0,504,0,409,107,14,182,40,164,34,0,193,1664,6,0,0,2,140,2,39,211,3,798,0,0,325,41,155,0
10-Jun-20,10-06-2020,Recovered,6275,0,110,2,152,164,4,4,0,0,384,0,370,381,13,165,33,257,57,0,163,1877,0,0,0,12,149,5,65,241,0,1008,75,47,302,76,159,0
11-Jun-20,11-06-2020,Recovered,6044,0,99,0,184,152,4,70,0,0,486,0,366,73,26,149,38,114,62,0,150,1562,9,5,0,7,72,7,27,206,0,1372,176,39,321,55,209,0
12-Jun-20,12-06-2020,Recovered,7263,0,123,0,152,230,2,123,0,0,667,2,392,214,17,266,55,464,32,0,159,1718,0,4,0,28,120,9,23,236,0,1342,285,0,317,61,218,0
13-Jun-20,13-06-2020,Recovered,8092,0,94,2,221,370,0,87,0,0,1547,1,390,328,16,183,131,208,46,0,176,1550,0,1,0,27,120,6,45,326,2,1362,74,37,266,130,336,0
14-Jun-20,14-06-2020,Recovered,7358,0,131,1,155,289,0,88,0,0,878,4,442,200,17,120,89,312,56,0,300,1632,18,3,0,4,114,9,29,229,0,1138,25,118,393,34,518,0
15-Jun-20,15-06-2020,Recovered,10639,0,69,0,245,251,6,124,0,0,604,11,339,562,16,215,95,174,73,0,226,5071,60,0,0,0,146,4,87,219,0,797,389,0,342,78,434,0
16-Jun-20,16-06-2020,Recovered,7226,0,128,0,206,345,1,91,7,0,73,0,418,183,19,177,121,322,60,0,249,1802,8,2,0,15,120,4,18,177,0,1438,261,123,294,27,534,0
17-Jun-20,17-06-2020,Recovered,6890,0,128,3,231,205,4,165,3,0,957,11,348,204,7,133,30,348,90,0,236,1315,33,3,0,0,73,10,77,505,0,842,44,0,335,38,505,0
18-Jun-20,18-06-2020,Recovered,10741,2,131,1,206,185,0,103,2,0,3884,13,389,604,5,230,47,176,89,0,244,1672,7,1,0,6,97,7,32,275,1,1017,230,83,399,132,468,0
19-Jun-20,19-06-2020,Recovered,9029,0,133,3,218,137,9,103,0,0,2228,9,340,333,12,50,137,230,96,0,116,1935,19,0,8,16,153,2,66,255,16,1630,51,18,357,47,302,0
20-Jun-20,20-06-2020,Recovered,13974,0,206,1,136,269,1,63,12,0,7725,11,535,239,20,142,69,183,57,0,132,1380,14,0,0,13,237,13,42,277,0,1045,154,23,374,17,562,0
21-Jun-20,21-06-2020,Recovered,9075,2,196,6,202,264,0,53,1,0,1719,6,655,429,12,46,2,226,93,0,135,1591,18,5,0,3,186,9,22,323,4,1438,225,79,626,50,432,0
22-Jun-20,22-06-2020,Recovered,10879,0,128,1,161,136,6,66,0,0,3589,17,560,359,12,149,63,111,88,0,200,1962,0,0,3,0,143,9,125,313,4,1358,274,23,606,21,390,0
23-Jun-20,23-06-2020,Recovered,10462,3,157,16,197,260,0,40,0,0,2711,53,604,582,3,111,51,274,60,0,120,1925,8,4,7,0,125,16,222,303,0,1227,219,25,515,81,531,0
24-Jun-20,24-06-2020,Recovered,13089,1,187,0,196,79,0,74,3,0,2124,84,575,427,34,176,55,149,81,0,138,4161,70,0,5,7,135,11,52,398,10,2424,137,97,470,119,484,0
25-Jun-20,25-06-2020,Recovered,13983,0,209,4,75,374,7,128,8,0,3328,46,410,455,8,149,30,519,53,0,146,3661,26,1,6,12,168,11,93,229,0,2236,327,122,533,37,488,0
26-Jun-20,26-06-2020,Recovered,10246,2,208,7,214,189,6,156,12,0,2326,35,532,636,20,113,42,246,65,0,185,2362,39,0,17,2,131,16,9,222,0,1358,78,36,464,64,345,0
27-Jun-20,27-06-2020,Recovered,14229,0,284,5,567,261,0,52,6,0,2210,50,379,456,7,145,77,371,102,0,167,4430,39,0,8,2,184,18,119,305,10,2737,162,16,632,87,254,0
28-Jun-20,28-06-2020,Recovered,11631,2,428,6,274,226,1,125,13,0,3306,58,391,445,17,91,69,220,42,0,113,2330,23,0,0,0,137,31,206,244,0,1443,244,8,593,109,404,0
29-Jun-20,29-06-2020,Recovered,13497,0,324,1,245,218,13,88,6,0,3628,46,440,585,38,269,56,176,79,0,115,2385,39,0,6,4,203,10,238,310,0,2212,410,6,698,93,526,0
30-Jun-20,30-06-2020,Recovered,12565,0,279,1,314,170,15,100,7,0,2113,72,422,470,19,137,35,235,75,0,196,1951,59,0,61,0,243,10,103,299,1,2325,1712,0,578,120,411,0
01-Jul-20,01-07-2020,Recovered,12064,5,477,4,184,267,3,53,27,0,1644,74,368,527,42,134,47,145,132,0,260,2243,26,0,1,14,164,29,122,354,2,2852,788,1,545,86,398,0
02-Jul-20,02-07-2020,Recovered,19999,1,325,5,275,183,22,59,3,0,3015,64,563,520,15,118,57,271,202,0,160,8018,37,1,3,15,149,30,155,374,0,3095,987,53,592,88,509,0
03-Jul-20,03-07-2020,Recovered,14417,3,319,4,221,217,4,52,21,0,2617,38,340,672,39,101,13,471,201,0,234,3515,23,0,1,31,203,53,122,333,0,2357,1126,53,376,76,534,0
04-Jul-20,04-07-2020,Recovered,14746,12,376,1,416,277,2,112,9,0,2632,53,473,566,25,68,34,439,209,0,185,3395,28,0,3,0,229,21,40,359,0,2214,1342,3,557,21,595,0
05-Jul-20,05-07-2020,Recovered,15829,6,414,2,690,277,0,52,17,0,3083,111,486,687,28,112,10,603,126,0,177,3658,22,0,3,3,290,43,102,288,9,2186,1166,4,607,22,545,0
06-Jul-20,06-07-2020,Recovered,15315,2,498,14,508,249,6,66,16,0,749,125,423,391,26,63,23,680,167,0,168,3522,45,0,0,12,262,32,86,350,4,3793,2078,13,348,62,524,0
07-Jul-20,07-07-2020,Recovered,16836,0,825,13,388,324,0,84,10,0,2129,95,421,310,27,81,36,571,111,0,189,3296,37,0,6,60,217,37,60,297,0,4545,1506,29,518,35,555,0
08-Jul-20,08-07-2020,Recovered,19508,0,1356,4,397,203,1,107,11,0,3982,51,569,461,43,168,66,778,107,0,219,4634,22,2,4,1,303,67,274,291,6,3051,992,76,704,29,501,0
09-Jul-20,09-07-2020,Recovered,19408,9,1053,11,421,251,1,68,10,0,4027,66,429,399,13,128,40,957,149,0,245,4067,6,0,0,0,401,35,117,204,0,3994,913,14,796,22,535,0
10-Jul-20,10-07-2020,Recovered,20289,9,1040,0,701,459,5,125,19,0,2468,74,441,399,39,91,14,1003,112,0,249,5366,33,0,0,0,565,18,72,550,9,4163,1013,34,660,34,522,0
11-Jul-20,11-07-2020,Recovered,19981,0,1199,5,578,740,5,42,12,0,2998,81,502,490,23,109,32,880,143,0,198,4360,11,0,7,9,388,53,23,249,0,3591,1714,3,902,12,611,0
12-Jul-20,12-07-2020,Recovered,18198,8,1019,13,468,962,4,83,31,0,2276,59,513,589,21,84,52,693,132,0,197,3340,53,0,0,14,390,49,352,234,1,3617,1563,46,645,68,622,0
13-Jul-20,13-07-2020,Recovered,17683,9,1052,7,522,411,6,49,42,0,1344,53,608,654,11,116,43,838,162,0,332,4182,74,1,1,13,505,46,194,527,6,3035,1197,54,869,70,632,0
14-Jul-20,14-07-2020,Recovered,20977,20,1003,8,757,655,23,73,33,0,1924,67,749,453,11,128,77,1142,181,0,367,4500,50,0,8,6,609,44,77,539,-1,4743,1161,63,778,11,718,0
15-Jul-20,15-07-2020,Recovered,20646,1,911,0,715,514,13,49,28,0,2463,67,791,577,28,114,57,1076,196,0,333,3606,60,0,0,2,612,60,204,333,1,5000,1159,66,762,81,749,0
16-Jul-20,16-07-2020,Recovered,22867,3,1015,0,666,568,17,127,21,0,1994,143,828,518,5,109,28,1263,228,0,219,5527,49,3,1,43,401,58,410,468,0,5106,1296,33,932,47,735,0
17-Jul-20,17-07-2020,Recovered,17476,0,905,22,551,896,4,61,22,0,1608,129,770,533,40,112,64,1028,132,0,387,2217,34,0,0,14,453,67,96,656,1,3391,1410,47,959,26,838,0
18-Jul-20,18-07-2020,Recovered,23583,3,1465,99,1060,774,5,146,22,0,1973,92,1062,600,19,607,79,1018,204,0,350,5306,19,0,7,27,607,48,81,518,2,3049,1902,51,1030,60,1286,0
19-Jul-20,19-07-2020,Recovered,22730,0,1127,8,858,826,3,117,14,0,1860,180,877,475,29,646,62,1290,172,0,447,3906,53,0,0,13,516,92,81,586,0,4059,1831,24,1181,35,1344,0
20-Jul-20,20-07-2020,Recovered,24303,6,1338,3,1072,938,30,169,15,0,1784,143,777,433,8,463,117,730,245,0,373,5460,85,3,1,39,457,111,583,465,2,3861,1885,86,986,96,1535,0
21-Jul-20,21-07-2020,Recovered,27589,8,1346,18,938,1206,0,170,10,0,1200,88,744,726,10,181,107,1664,274,0,573,7188,64,18,0,1,400,53,271,549,16,4894,2062,81,1024,85,1617,0
22-Jul-20,22-07-2020,Recovered,31875,4,6553,11,1317,1135,8,116,15,0,1532,92,837,745,28,152,106,1780,272,0,579,5552,34,7,11,1,440,51,252,620,4,4913,1281,107,1645,52,1615,0
23-Jul-20,23-07-2020,Recovered,33326,7,5428,20,1349,1083,5,157,23,0,1415,114,718,552,31,102,206,2071,432,0,523,6484,42,5,4,44,643,31,100,451,10,5210,1661,39,2303,50,2006,0
24-Jul-20,24-07-2020,Recovered,32514,4,2380,58,1062,1873,4,180,18,0,1866,210,872,704,9,508,100,2037,968,0,507,5714,31,5,0,7,808,83,355,732,15,6504,1007,59,1909,42,1873,0
25-Jul-20,25-07-2020,Recovered,37125,2,3320,36,1294,1688,20,116,13,0,2137,182,782,701,28,300,167,2403,1049,0,622,7227,29,7,0,4,728,78,201,759,5,7758,998,79,2191,54,2125,0
26-Jul-20,26-07-2020,Recovered,31512,4,3046,77,985,1788,17,261,21,0,1807,230,753,730,25,411,183,2088,689,0,644,6044,1,41,10,8,864,84,513,648,5,5471,0,152,1738,71,2097,0
27-Jul-20,27-07-2020,Recovered,34354,12,3257,69,1362,1536,3,228,32,0,1497,133,1015,662,18,474,101,1847,745,0,659,8706,38,51,0,20,581,75,254,880,27,5723,774,105,1192,109,2166,0
28-Jul-20,28-07-2020,Recovered,35683,4,3064,43,1216,1376,24,267,51,0,1135,185,1032,712,18,483,179,2819,679,0,552,10333,56,8,5,8,687,62,688,483,12,4707,803,154,1687,45,2105,0
29-Jul-20,29-07-2020,Recovered,32886,5,2784,60,1214,1284,12,197,19,0,1126,189,783,662,98,437,77,2397,641,0,591,7478,38,13,17,18,878,92,461,992,12,5927,842,57,1287,91,2094,0
30-Jul-20,30-07-2020,Recovered,37425,0,4618,150,1248,1169,36,285,17,0,1091,221,879,920,55,520,115,3793,794,0,723,8860,19,3,19,30,807,84,296,922,16,5295,821,284,996,185,2140,0
